city,timestamp,temperature,humidity,pressure,wind_speed,weather_desc,aqi,pm25,pm10,no2,o3
Marrakech,2026-05-07 19:04:13.679845,22.97,40.0,1008.0,1.54,broken clouds,3.0,3.6,10.76,0.56,107.35
Rabat,2026-05-07 19:04:13.679845,18.37,63.0,1011.0,3.09,scattered clouds,3.0,3.25,6.13,1.93,112.07
Agadir,2026-05-07 20:04:23.762468,20.06,62.0,1010.0,7.37,broken clouds,3.0,1.06,3.4,0.27,105.55
Tanger,2026-05-07 20:04:23.762468,16.74,67.0,1011.0,3.09,clear sky,3.0,1.29,3.67,0.93,112.99
Marrakech,2026-05-07 20:04:23.762468,21.98,43.0,1009.0,2.57,broken clouds,3.0,3.44,10.39,0.79,105.33
Rabat,2026-05-07 20:04:23.762468,17.37,67.0,1012.0,3.6,scattered clouds,3.0,2.71,5.57,2.49,107.24
Agadir,2026-05-07 21:04:33.871779,18.06,67.0,1011.0,7.26,broken clouds,3.0,1.01,3.34,0.26,105.2
Tanger,2026-05-07 21:04:33.871779,16.74,67.0,1012.0,2.57,broken clouds,3.0,1.27,3.59,1.07,110.9
Marrakech,2026-05-07 21:04:33.871779,21.0,52.0,1010.0,2.57,broken clouds,3.0,3.35,10.41,0.96,103.6
Rabat,2026-05-07 21:04:33.871779,17.37,67.0,1012.0,2.57,scattered clouds,3.0,2.34,5.2,2.83,103.16
Agadir,2026-05-07 22:04:43.905606,17.06,69.0,1012.0,5.28,scattered clouds,3.0,1.0,3.36,0.24,105.54
Tanger,2026-05-07 22:04:43.905606,16.74,67.0,1013.0,2.06,broken clouds,3.0,1.26,3.56,1.13,109.28
Marrakech,2026-05-07 22:04:43.905606,18.98,48.0,1012.0,4.63,broken clouds,3.0,3.22,10.3,1.01,102.36
Rabat,2026-05-07 22:04:43.905606,16.37,72.0,1013.0,2.06,scattered clouds,3.0,2.12,5.04,2.92,100.1
Agadir,2026-05-07 23:04:53.974509,17.06,70.0,1011.0,2.82,broken clouds,3.0,1.0,3.4,0.22,105.86
Tanger,2026-05-07 23:04:53.974509,16.74,63.0,1013.0,1.54,broken clouds,3.0,1.29,3.64,1.42,105.91
Marrakech,2026-05-07 23:04:53.974509,17.98,52.0,1013.0,4.12,broken clouds,2.0,3.03,9.91,1.06,99.11
Rabat,2026-05-07 23:04:53.974509,15.37,77.0,1013.0,1.54,scattered clouds,2.0,2.04,5.04,2.99,96.72
Agadir,2026-05-08 02:05:39.745526,16.06,80.0,1012.0,3.25,overcast clouds,3.0,1.06,3.84,0.18,106.69
Tanger,2026-05-08 02:05:39.745526,14.77,77.0,1011.0,1.54,broken clouds,2.0,1.42,3.87,1.74,94.86
Marrakech,2026-05-08 02:05:39.745526,14.98,58.0,1012.0,2.06,broken clouds,2.0,2.92,9.54,0.99,93.32
Rabat,2026-05-08 02:05:39.745526,12.37,100.0,1012.0,0.0,scattered clouds,2.0,2.34,5.65,2.66,89.35
Agadir,2026-05-08 03:05:49.360948,15.06,81.0,1012.0,2.47,overcast clouds,3.0,1.06,3.86,0.18,107.15
Tanger,2026-05-08 03:05:49.360948,14.74,77.0,1011.0,1.03,broken clouds,2.0,1.48,3.98,1.58,91.83
Marrakech,2026-05-08 03:05:49.360948,13.98,67.0,1011.0,2.57,broken clouds,2.0,2.99,9.68,0.99,88.58
Rabat,2026-05-08 03:05:49.360948,12.37,100.0,1011.0,0.0,scattered clouds,2.0,2.51,6.06,2.61,82.98
Agadir,2026-05-08 04:05:59.024962,15.06,79.0,1011.0,2.54,broken clouds,3.0,1.05,3.84,0.17,107.62
Tanger,2026-05-08 04:05:59.024962,14.74,77.0,1011.0,2.06,clear sky,2.0,1.57,4.15,1.47,89.19
Marrakech,2026-05-08 04:05:59.024962,11.98,76.0,1011.0,2.06,broken clouds,2.0,3.06,9.85,1.0,84.96
Rabat,2026-05-08 04:05:59.024962,14.37,88.0,1011.0,1.54,clear sky,2.0,2.65,6.48,2.5,77.52
Agadir,2026-05-08 05:06:08.832753,14.06,77.0,1011.0,2.9,broken clouds,3.0,1.02,3.72,0.17,108.1
Tanger,2026-05-08 05:06:08.832753,14.74,77.0,1011.0,0.51,clear sky,2.0,1.67,4.38,1.42,90.25
Marrakech,2026-05-08 05:06:08.832753,10.98,82.0,1011.0,1.54,scattered clouds,2.0,3.15,10.02,1.08,81.97
Rabat,2026-05-08 05:06:08.832753,10.37,93.0,1011.0,0.0,scattered clouds,2.0,2.77,6.85,2.55,71.13
Agadir,2026-05-08 06:06:18.421904,15.06,78.0,1011.0,3.0,broken clouds,3.0,0.98,3.55,0.17,108.36
Tanger,2026-05-08 06:06:18.421904,13.77,82.0,1011.0,2.06,clear sky,2.0,1.81,4.68,1.61,91.42
Marrakech,2026-05-08 06:06:18.421904,9.98,81.0,1011.0,2.06,scattered clouds,2.0,3.35,10.31,1.29,79.03
Rabat,2026-05-08 06:06:18.421904,10.37,93.0,1011.0,0.0,scattered clouds,2.0,2.91,7.25,2.92,63.2
Agadir,2026-05-08 07:06:27.986748,15.06,78.0,1012.0,2.75,broken clouds,3.0,0.94,3.35,0.19,108.38
Tanger,2026-05-08 07:06:27.986748,13.74,82.0,1012.0,1.03,clear sky,2.0,2.02,5.1,2.4,91.81
Marrakech,2026-05-08 07:06:27.986748,11.98,76.0,1011.0,2.57,scattered clouds,2.0,3.51,10.6,2.01,75.54
Rabat,2026-05-08 07:06:27.986748,8.37,100.0,1011.0,0.0,scattered clouds,1.0,3.13,7.86,4.36,54.98
Agadir,2026-05-08 08:06:37.610205,15.06,77.0,1012.0,1.73,broken clouds,3.0,0.88,3.17,0.27,108.6
Tanger,2026-05-08 08:06:37.610205,14.77,82.0,1012.0,1.54,clear sky,2.0,2.29,5.59,3.74,91.33
Marrakech,2026-05-08 08:06:37.610205,12.98,76.0,1012.0,2.06,few clouds,2.0,3.57,10.59,3.25,71.2
Rabat,2026-05-08 08:06:37.610205,11.37,100.0,1012.0,0.0,scattered clouds,1.0,3.4,8.56,6.51,46.84
Agadir,2026-05-08 09:06:47.207574,16.06,74.0,1012.0,2.35,broken clouds,3.0,0.82,2.95,0.29,109.49
Tanger,2026-05-08 09:06:47.207574,17.74,68.0,1012.0,2.57,scattered clouds,2.0,2.55,6.05,4.13,92.48
Marrakech,2026-05-08 09:06:47.207574,14.98,67.0,1012.0,1.54,few clouds,2.0,3.57,10.34,3.4,69.17
Rabat,2026-05-08 09:06:47.207574,15.37,100.0,1012.0,0.0,scattered clouds,1.0,3.68,9.36,6.45,43.7
Agadir,2026-05-08 10:06:56.804526,17.06,72.0,1013.0,1.84,broken clouds,3.0,0.77,2.72,0.25,109.91
Tanger,2026-05-08 10:06:56.804526,17.74,68.0,1012.0,2.06,scattered clouds,2.0,2.83,6.45,3.8,95.34
Marrakech,2026-05-08 10:06:56.804526,16.98,63.0,1011.0,1.03,clear sky,2.0,3.69,10.46,2.68,73.7
Rabat,2026-05-08 10:06:56.804526,19.37,63.0,1012.0,0.0,scattered clouds,1.0,4.02,10.41,5.77,46.21
Agadir,2026-05-08 11:07:06.712456,20.06,68.0,1013.0,1.09,broken clouds,3.0,0.74,2.57,0.2,110.56
Tanger,2026-05-08 11:07:06.712456,19.74,56.0,1012.0,2.06,scattered clouds,3.0,2.4,5.48,1.08,111.63
Marrakech,2026-05-08 11:07:06.712456,18.98,55.0,1011.0,1.54,clear sky,3.0,2.37,7.45,0.52,111.87
Rabat,2026-05-08 11:07:06.712456,20.37,52.0,1012.0,2.06,scattered clouds,3.0,4.52,10.64,1.43,102.08
Agadir,2026-05-08 12:07:16.499913,20.06,66.0,1013.0,2.22,broken clouds,3.0,0.73,2.5,0.15,110.26
Tanger,2026-05-08 12:07:16.499913,20.74,56.0,1011.0,2.57,scattered clouds,3.0,2.59,5.55,0.65,114.84
Marrakech,2026-05-08 12:07:16.499913,20.98,49.0,1011.0,2.06,clear sky,3.0,2.07,6.31,0.29,115.94
Rabat,2026-05-08 12:07:16.499913,21.37,52.0,1011.0,4.12,scattered clouds,3.0,4.93,10.42,0.77,110.0
Agadir,2026-05-08 13:07:26.168217,22.06,66.0,1013.0,4.1,broken clouds,3.0,0.72,2.46,0.13,109.72
Tanger,2026-05-08 13:07:26.168217,21.74,49.0,1011.0,2.06,scattered clouds,3.0,2.88,5.84,0.47,116.64
Marrakech,2026-05-08 13:07:26.168217,21.98,43.0,1010.0,3.6,clear sky,3.0,2.11,6.27,0.24,114.98
Rabat,2026-05-08 13:07:26.168217,21.37,52.0,1011.0,4.63,scattered clouds,3.0,5.75,11.37,0.64,112.39
Agadir,2026-05-08 14:42:27.675999,23.06,66.0,1012.0,4.83,overcast clouds,3.0,0.81,2.81,0.13,107.01
Tanger,2026-05-08 14:42:27.675999,22.77,53.0,1010.0,5.66,scattered clouds,3.0,2.96,5.88,0.55,118.92
Marrakech,2026-05-08 14:42:27.675999,22.98,38.0,1009.0,4.12,clear sky,3.0,2.04,5.97,0.27,116.47
Rabat,2026-05-08 14:42:27.675999,21.37,60.0,1010.0,4.63,scattered clouds,3.0,6.9,12.6,0.58,118.04
Agadir,2026-05-08 15:42:37.513449,22.06,65.0,1012.0,5.43,overcast clouds,3.0,0.82,2.79,0.13,106.27
Tanger,2026-05-08 15:42:37.513449,22.74,53.0,1009.0,7.2,broken clouds,3.0,2.62,5.45,0.55,117.73
Marrakech,2026-05-08 15:42:37.513449,23.98,35.0,1008.0,3.6,clear sky,3.0,2.26,6.57,0.3,116.08
Rabat,2026-05-08 15:42:37.513449,20.37,56.0,1009.0,3.6,broken clouds,3.0,6.96,12.52,0.67,117.84
