city,timestamp,temperature,humidity,pressure,wind_speed,clouds,visibility,weather_main,weather_desc,aqi,pm2_5,pm10,co,no2,o3,so2,nh3
Fes,2026-05-16 17:39:23,21.14,42,1015,2.06,75,10000,Clouds,broken clouds,2,1.26,2.3,93.81,0.63,86.81,0.3,0.39
Casablanca,2026-05-16 18:39:26,19.19,68,1016,2.57,75,8000,Clouds,broken clouds,2,3.23,10.48,104.93,1.38,94,3.75,0.11
Tanger,2026-05-16 18:39:28,19.64,73,1016,2.57,20,10000,Clouds,few clouds,2,4.43,9.11,105.37,2.18,94.56,2.72,0.39
Karia Ba Mohamed,2026-05-16 18:39:31,19.75,53,1015,2.17,100,10000,Clouds,overcast clouds,2,2.1,3.85,95.9,0.86,88.37,0.59,0.49
Fes,2026-05-16 18:39:33,21.14,42,1016,1.03,40,10000,Clouds,scattered clouds,2,1.39,2.5,93.76,0.85,83.33,0.31,0.53
Casablanca,2026-05-17 12:38:05,19.19,68,1019,3.6,75,6000,Clouds,broken clouds,3,5.68,14.64,103.54,0.75,104.25,4.67,0.01
Tanger,2026-05-17 12:38:06,19.64,73,1017,5.66,40,10000,Clouds,scattered clouds,3,6.42,14.61,103.39,0.91,104.13,3.63,0.19
Karia Ba Mohamed,2026-05-17 12:38:08,24.24,46,1016,3.95,100,10000,Clouds,overcast clouds,2,2.74,5.35,94.92,0.22,91.64,0.42,0.34
Fes,2026-05-17 12:38:09,22.14,52,1017,4.63,40,10000,Clouds,scattered clouds,2,2.26,4.02,91.68,0.16,90.46,0.29,0.23
Casablanca,2026-05-17 13:38:11,19.13,68,1019,4.12,75,6000,Clouds,broken clouds,2,4.1,11.38,102.14,1.06,98.12,4.06,0.06
Tanger,2026-05-17 13:38:12,20.64,64,1017,4.63,40,10000,Clouds,scattered clouds,3,5.07,11.22,102.2,1.08,101.28,3.09,0.19
Karia Ba Mohamed,2026-05-17 13:38:14,23.41,42,1016,4.67,100,10000,Clouds,overcast clouds,2,2.89,5.48,94.19,0.23,92.8,0.52,0.3
Fes,2026-05-17 13:38:15,22.14,49,1016,4.12,40,10000,Clouds,scattered clouds,2,2.09,3.6,90.77,0.16,92.36,0.27,0.21
Casablanca,2026-05-17 14:38:17,19.19,63,1018,3.6,75,8000,Clouds,broken clouds,2,3.75,10.88,101.22,1.05,98.44,4.05,0.04
Tanger,2026-05-17 14:38:18,19.64,68,1017,5.14,40,10000,Clouds,scattered clouds,3,4.64,10.52,101.21,1.1,101.53,2.94,0.16
Karia Ba Mohamed,2026-05-17 14:38:20,23.28,44,1015,6.69,100,10000,Clouds,overcast clouds,2,2.97,5.62,93.93,0.26,92.41,0.57,0.31
Fes,2026-05-17 14:38:21,22.14,49,1016,3.09,75,10000,Clouds,broken clouds,2,2.21,3.81,90.54,0.19,91.86,0.31,0.23
Casablanca,2026-05-17 15:38:23,19.19,63,1018,4.12,75,8000,Clouds,broken clouds,2,3.58,11.24,101.04,1.16,99.65,4.17,0.03
Tanger,2026-05-17 15:38:24,20.64,52,1017,5.66,75,10000,Clouds,broken clouds,3,4.35,10.85,101.02,1.44,102.06,3.03,0.17
Karia Ba Mohamed,2026-05-17 15:38:25,23.57,44,1015,5.98,100,10000,Clouds,overcast clouds,2,3.13,5.93,94.77,0.36,92.43,0.68,0.35
Fes,2026-05-17 15:38:27,22.14,49,1016,4.63,75,10000,Clouds,broken clouds,2,2.47,4.26,91.33,0.28,91.12,0.39,0.29
Casablanca,2026-05-17 16:38:28,19.19,63,1018,4.12,75,8000,Clouds,broken clouds,2,3.58,11.24,101.04,1.16,99.65,4.17,0.03
Tanger,2026-05-17 16:38:29,18.64,63,1016,5.14,75,10000,Clouds,broken clouds,3,4.26,11.69,101.81,2.03,102.49,3.23,0.21
Karia Ba Mohamed,2026-05-17 16:38:31,23.73,44,1015,4.08,100,10000,Clouds,overcast clouds,2,3.29,6.39,95.31,0.56,90.82,0.81,0.42
Fes,2026-05-17 16:38:32,22.14,49,1015,4.63,75,10000,Clouds,broken clouds,2,2.74,4.78,91.96,0.46,88.61,0.51,0.38
Casablanca,2026-05-17 17:38:33,19.13,63,1018,3.6,75,8000,Clouds,broken clouds,3,3.58,12.88,101.65,1.59,102.07,4.61,0.04
Tanger,2026-05-17 17:38:35,18.64,63,1017,4.12,75,10000,Clouds,broken clouds,3,4.1,11.76,102.78,2.39,103.23,3.23,0.24
Karia Ba Mohamed,2026-05-17 17:38:37,22.09,51,1015,7.54,100,10000,Clouds,overcast clouds,2,3.31,6.82,95.85,0.78,88.77,0.92,0.49
Fes,2026-05-17 17:38:38,21.14,52,1016,5.14,75,10000,Clouds,broken clouds,2,2.77,5.03,92.59,0.69,85.69,0.61,0.47
Casablanca,2026-05-17 18:38:40,18.19,63,1018,2.57,75,8000,Clouds,broken clouds,3,3.59,13.11,101.5,1.77,102.22,4.6,0.06
Tanger,2026-05-17 18:38:43,18.64,68,1017,3.6,75,10000,Clouds,broken clouds,3,3.85,11.12,102.81,2.45,103.23,3.09,0.25
Karia Ba Mohamed,2026-05-17 18:38:46,19.62,56,1016,6.28,100,10000,Clouds,overcast clouds,2,3.32,7.32,96.04,0.97,86.63,0.97,0.54
Fes,2026-05-17 18:38:48,20.14,59,1017,5.66,75,10000,Clouds,broken clouds,2,2.7,5.24,92.99,0.99,81.21,0.66,0.6
Casablanca,2026-05-17 19:38:49,18.07,67,1019,2.57,75,8000,Clouds,broken clouds,3,3.69,13.46,102.49,1.87,102.91,4.58,0.1
Tanger,2026-05-17 19:38:51,17.64,72,1018,3.6,40,10000,Clouds,scattered clouds,3,3.66,10.44,103.56,2.33,103.56,2.97,0.23
Karia Ba Mohamed,2026-05-17 19:38:52,18.12,60,1017,4.56,59,10000,Clouds,broken clouds,2,3.44,8.02,97.44,1.11,85.58,0.96,0.57
Fes,2026-05-17 19:38:53,19.14,59,1018,5.14,75,10000,Clouds,broken clouds,2,2.72,5.68,94.28,1.26,77.09,0.66,0.66
Casablanca,2026-05-17 20:38:55,17.02,67,1020,2.57,63,10000,Clouds,broken clouds,3,3.67,13.33,103.49,1.79,103.37,4.47,0.12
Tanger,2026-05-17 20:38:56,16.64,77,1019,3.09,40,10000,Clouds,scattered clouds,3,3.49,9.83,104.13,2.15,103.51,2.89,0.2
Karia Ba Mohamed,2026-05-17 20:38:58,16.99,66,1019,3.52,58,10000,Clouds,broken clouds,2,3.6,8.7,99.01,1.2,85.29,0.91,0.54
Fes,2026-05-17 20:38:59,18.14,63,1019,4.63,75,10000,Clouds,broken clouds,2,2.79,6.2,95.67,1.42,74.58,0.61,0.61
Casablanca,2026-05-17 21:39:01,17.02,67,1020,2.57,50,10000,Clouds,scattered clouds,3,3.58,12.91,103.31,1.71,102.12,4.14,0.13
Tanger,2026-05-17 21:39:03,15.64,77,1019,2.57,40,10000,Clouds,scattered clouds,3,3.35,9.28,103.35,2.08,101.14,2.79,0.2
Karia Ba Mohamed,2026-05-17 21:39:07,15.99,73,1019,2.73,56,10000,Clouds,broken clouds,2,3.62,8.85,98.09,1.29,81.35,0.76,0.45
Fes,2026-05-17 21:39:11,16.14,72,1019,2.57,75,10000,Clouds,broken clouds,2,2.78,6.29,94.53,1.54,69.53,0.48,0.54
